,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,H_ELO,A_ELO
2476,2016-09-20,SC Freiburg,Hamburger SV,1,0,0,0,0,1,19,7,4.0,0.0,17,17,7,0,1,0,0,0,2.3,3.4,3.1,2.3,3.4,3.1,16/17,2414,2340
2477,2016-09-20,FC Ingolstadt 04,Eintracht Frankfurt,0,2,2,0,1,2,13,9,3.0,5.0,20,19,6,4,0,1,0,0,2.25,3.25,3.4,2.2,3.25,3.5,16/17,2215,2531
2478,2016-09-20,VfL Wolfsburg,Borussia Dortmund,1,5,2,0,2,2,15,10,9.0,9.0,15,12,2,3,2,0,0,0,4.75,3.75,1.75,4.6,3.9,1.75,16/17,2471,2610
2479,2016-09-21,Bayern München,Hertha BSC,3,0,0,1,0,0,16,2,7.0,2.0,9,9,6,2,1,0,0,0,1.14,9.0,17.0,1.14,8.75,17.5,16/17,2726,2390
2480,2016-09-21,Bayer Leverkusen,FC Augsburg,0,0,1,0,0,1,14,5,6.0,2.0,14,16,6,3,0,2,0,0,1.45,4.5,7.0,1.5,4.4,6.25,16/17,2555,2335
2481,2016-09-21,RBLeipzig,Borussia Mönchengladbach,1,1,1,1,0,0,9,3,5.0,1.0,15,16,5,2,1,2,0,0,2.38,3.5,3.0,2.5,3.3,2.85,16/17,2638,2534
2482,2016-09-21,FC Schalke 04,1. FC Köln,1,3,2,1,1,1,18,9,8.0,5.0,17,9,8,4,2,1,0,0,2.1,3.4,3.6,2.1,3.5,3.5,16/17,2461,2289
2483,2016-09-21,Werder Bremen,1. FSV Mainz 05,1,2,2,1,0,0,13,13,7.0,6.0,15,14,3,14,2,2,0,0,3.0,3.5,2.3,3.0,3.4,2.35,16/17,2492,2349
2484,2016-09-23,Borussia Dortmund,SC Freiburg,3,1,0,1,0,0,24,9,5.0,5.0,8,27,15,3,2,3,0,0,1.18,7.5,15.0,1.2,7.5,13.5,16/17,2610,2414
2485,2016-09-24,FC Augsburg,SV Darmstadt 98,1,0,0,0,0,1,19,4,6.0,0.0,7,14,3,5,2,1,0,1,1.67,3.75,5.5,1.62,3.8,5.75,16/17,2335,2204
2486,2016-09-24,Eintracht Frankfurt,Hertha BSC,3,3,1,2,1,0,11,6,4.0,4.0,15,13,4,1,4,2,0,0,2.25,3.2,3.4,2.4,3.3,3.0,16/17,2531,2390
2487,2016-09-24,Hamburger SV,Bayern München,0,1,2,0,0,1,7,17,1.0,8.0,17,12,3,5,2,3,0,0,13.0,7.0,1.2,13.0,6.5,1.22,16/17,2340,2726
2488,2016-09-24,1. FSV Mainz 05,Bayer Leverkusen,2,3,2,2,1,0,9,16,5.0,6.0,12,14,6,1,3,2,0,0,3.0,3.3,2.4,2.85,3.4,2.45,16/17,2349,2555
2489,2016-09-24,Borussia Mönchengladbach,FC Ingolstadt 04,2,0,0,1,0,0,7,8,5.0,2.0,24,14,1,3,2,3,0,0,1.8,3.6,4.75,1.75,3.75,4.75,16/17,2534,2215
2490,2016-09-24,Werder Bremen,VfL Wolfsburg,2,1,0,0,0,1,16,11,4.0,3.0,17,14,6,2,1,3,0,0,3.9,3.75,1.91,4.0,3.8,1.95,16/17,2492,2471
2491,2016-09-25,1. FC Köln,RBLeipzig,1,1,1,1,1,1,10,12,2.0,2.0,10,16,1,6,1,2,0,0,2.3,3.3,3.2,2.35,3.4,3.2,16/17,2289,2638
2492,2016-09-25,TSG 1899 Hoffenheim,FC Schalke 04,2,1,0,2,1,0,14,12,2.0,5.0,11,14,2,6,1,1,0,0,2.7,3.4,2.6,2.7,3.7,2.55,16/17,2525,2461
2493,2016-09-30,RBLeipzig,FC Augsburg,2,1,0,1,1,1,17,6,10.0,2.0,15,12,6,3,0,3,0,0,1.65,3.75,5.75,1.7,3.6,5.0,16/17,2638,2335
2494,2016-10-01,Bayern München,1. FC Köln,1,1,1,1,0,0,27,5,3.0,2.0,4,12,10,3,1,2,0,0,1.17,7.0,19.0,1.16,7.0,15.5,16/17,2726,2289
2495,2016-10-01,SV Darmstadt 98,Werder Bremen,2,2,1,1,0,0,9,14,2.0,7.0,18,21,5,10,2,1,0,0,3.1,3.4,2.3,2.85,3.3,2.4,16/17,2204,2492
2496,2016-10-01,SC Freiburg,Eintracht Frankfurt,1,0,0,1,0,0,11,14,3.0,3.0,12,13,9,4,4,3,0,0,2.3,3.3,3.2,2.3,3.3,3.0,16/17,2414,2531
2497,2016-10-01,Hertha BSC,Hamburger SV,2,0,0,1,0,0,14,16,5.0,3.0,11,20,7,3,2,6,0,0,2.0,3.25,4.2,1.95,3.4,3.75,16/17,2390,2340
2498,2016-10-01,FC Ingolstadt 04,TSG 1899 Hoffenheim,1,2,2,0,2,2,18,21,5.0,9.0,22,22,8,5,1,2,0,0,2.05,3.4,3.75,2.0,3.4,3.6,16/17,2215,2525
2499,2016-10-01,Bayer Leverkusen,Borussia Dortmund,2,0,0,1,0,0,11,10,6.0,4.0,21,7,1,9,5,1,0,0,3.8,3.6,1.95,3.4,3.6,2.0,16/17,2555,2610
2500,2016-10-02,FC Schalke 04,Borussia Mönchengladbach,4,0,0,0,0,1,15,12,8.0,4.0,11,10,3,5,0,0,0,0,2.2,3.4,3.3,2.3,3.4,2.95,16/17,2461,2534
2501,2016-10-02,VfL Wolfsburg,1. FSV Mainz 05,0,0,1,0,0,1,19,8,3.0,2.0,10,7,11,3,0,0,0,0,1.85,3.6,4.33,1.85,3.7,3.8,16/17,2471,2349
2502,2016-10-14,Borussia Dortmund,Hertha BSC,1,1,1,0,0,1,15,9,6.0,2.0,13,22,5,0,1,5,1,1,1.33,5.25,9.0,1.36,5.5,9.0,16/17,2610,2390
2503,2016-10-15,FC Augsburg,FC Schalke 04,1,1,1,0,0,1,11,12,5.0,3.0,14,16,6,4,2,3,0,0,3.1,3.4,2.3,3.0,3.5,2.3,16/17,2335,2461
2504,2016-10-15,Eintracht Frankfurt,Bayern München,2,2,1,1,1,1,13,14,4.0,5.0,18,11,2,6,2,4,1,0,13.0,6.0,1.25,10.5,6.25,1.26,16/17,2531,2726
2505,2016-10-15,1. FC Köln,FC Ingolstadt 04,2,1,0,2,0,0,15,9,3.0,1.0,27,24,5,3,3,3,0,0,1.8,3.5,4.75,1.78,3.5,5.0,16/17,2289,2215
2506,2016-10-15,TSG 1899 Hoffenheim,SC Freiburg,2,1,0,1,0,0,14,13,4.0,6.0,18,15,8,5,2,3,0,0,2.05,3.6,3.5,2.1,3.5,3.5,16/17,2525,2414
2507,2016-10-15,Borussia Mönchengladbach,Hamburger SV,0,0,1,0,0,1,22,5,4.0,0.0,10,16,10,3,2,4,0,1,1.67,3.8,5.25,1.65,4.0,5.25,16/17,2534,2340
2508,2016-10-15,Werder Bremen,Bayer Leverkusen,2,1,0,1,1,1,11,13,5.0,6.0,10,15,0,2,2,2,0,0,4.75,4.2,1.67,4.75,4.0,1.7,16/17,2492,2555
2509,2016-10-16,1. FSV Mainz 05,SV Darmstadt 98,2,1,0,1,0,0,13,12,5.0,4.0,19,19,7,7,3,1,0,0,1.5,4.0,7.5,1.5,4.33,6.5,16/17,2349,2204
2510,2016-10-16,VfL Wolfsburg,RBLeipzig,0,1,2,0,0,1,10,13,2.0,6.0,21,18,7,4,2,1,0,0,2.4,3.3,3.0,2.45,3.3,2.95,16/17,2471,2638
2511,2016-10-21,Hamburger SV,Eintracht Frankfurt,0,3,2,0,1,2,3,13,0.0,4.0,16,9,0,2,0,4,1,0,2.45,3.25,3.0,2.5,3.4,2.95,16/17,2340,2531
2512,2016-10-22,Bayern München,Borussia Mönchengladbach,2,0,0,2,0,0,17,3,5.0,0.0,4,11,8,1,0,1,0,0,1.2,7.5,12.0,1.2,7.25,12.0,16/17,2726,2534
2513,2016-10-22,SV Darmstadt 98,VfL Wolfsburg,3,1,0,1,0,0,9,9,5.0,1.0,17,14,1,4,0,2,0,1,4.5,3.6,1.8,4.6,3.6,1.8,16/17,2204,2471
2514,2016-10-22,SC Freiburg,FC Augsburg,2,1,0,0,0,1,12,14,5.0,6.0,7,10,0,1,1,0,0,0,2.1,3.3,3.7,2.15,3.3,3.5,16/17,2414,2335
2515,2016-10-22,Hertha BSC,1. FC Köln,2,1,0,1,0,0,13,10,7.0,2.0,8,16,4,5,2,1,0,0,2.5,3.2,3.0,2.5,3.2,2.95,16/17,2390,2289
2516,2016-10-22,FC Ingolstadt 04,Borussia Dortmund,3,3,1,2,0,0,12,24,7.0,10.0,19,13,2,8,0,1,0,0,6.0,4.2,1.53,6.0,4.33,1.53,16/17,2215,2610
2517,2016-10-22,Bayer Leverkusen,TSG 1899 Hoffenheim,0,3,2,0,1,2,6,14,1.0,8.0,6,17,5,3,0,1,1,0,1.5,4.33,6.0,1.45,4.75,6.5,16/17,2555,2525
2518,2016-10-23,RBLeipzig,Werder Bremen,3,1,0,1,0,0,22,7,6.0,3.0,18,10,6,5,4,3,0,0,1.5,4.0,7.0,1.5,4.6,6.75,16/17,2638,2492
2519,2016-10-23,FC Schalke 04,1. FSV Mainz 05,3,0,0,1,0,0,11,10,5.0,4.0,16,16,3,3,2,3,0,0,1.95,3.6,3.8,2.0,3.75,3.8,16/17,2461,2349
2520,2016-10-28,Borussia Mönchengladbach,Eintracht Frankfurt,0,0,1,0,0,1,7,6,2.0,1.0,19,15,3,6,1,2,0,0,1.85,3.5,4.5,1.87,3.7,4.5,16/17,2534,2531
2521,2016-10-29,FC Augsburg,Bayern München,1,3,2,0,2,2,7,16,3.0,8.0,14,6,4,10,2,0,0,0,15.0,6.5,1.2,11.5,6.75,1.22,16/17,2335,2726
2522,2016-10-29,SV Darmstadt 98,RBLeipzig,0,2,2,0,0,1,4,11,0.0,4.0,13,16,2,6,4,2,0,0,6.0,3.8,1.62,6.0,3.9,1.6,16/17,2204,2638
2523,2016-10-29,Borussia Dortmund,FC Schalke 04,0,0,1,0,0,1,9,8,1.0,2.0,14,21,1,4,4,4,0,0,1.57,4.33,5.5,1.6,4.33,5.25,16/17,2610,2461
2524,2016-10-29,1. FSV Mainz 05,FC Ingolstadt 04,2,0,0,0,0,1,17,5,8.0,2.0,14,8,5,0,1,0,0,1,2.1,3.3,3.75,2.05,3.5,3.6,16/17,2349,2215
2525,2016-10-29,Werder Bremen,SC Freiburg,1,3,2,0,2,2,14,13,4.0,5.0,25,23,4,4,1,3,0,0,2.3,3.5,3.0,2.3,3.5,3.0,16/17,2492,2414
2526,2016-10-29,VfL Wolfsburg,Bayer Leverkusen,1,2,2,1,0,0,6,18,2.0,6.0,15,17,1,4,1,3,0,0,2.7,3.4,2.6,2.7,3.5,2.55,16/17,2471,2555
2527,2016-10-30,1. FC Köln,Hamburger SV,3,0,0,0,0,1,18,9,6.0,2.0,16,17,7,4,3,1,0,1,1.57,3.8,6.5,1.57,4.2,5.75,16/17,2289,2340
2528,2016-10-30,TSG 1899 Hoffenheim,Hertha BSC,1,0,0,1,0,0,24,5,7.0,2.0,10,20,7,3,0,4,0,0,2.25,3.4,3.2,2.25,3.5,3.1,16/17,2525,2390
2529,2016-11-04,Hertha BSC,Borussia Mönchengladbach,3,0,0,2,0,0,12,11,6.0,2.0,14,16,4,1,2,2,0,1,2.5,3.2,3.0,2.45,3.2,3.0,16/17,2390,2534
2530,2016-11-05,Bayern München,TSG 1899 Hoffenheim,1,1,1,1,1,1,21,5,5.0,3.0,7,25,8,1,0,2,0,0,1.17,8.0,15.0,1.19,7.75,12.5,16/17,2726,2525
2531,2016-11-05,Eintracht Frankfurt,1. FC Köln,1,0,0,1,0,0,8,6,1.0,1.0,20,10,4,5,3,3,0,0,2.6,3.1,2.9,2.6,3.2,2.8,16/17,2531,2289
2532,2016-11-05,SC Freiburg,VfL Wolfsburg,0,3,2,0,1,2,12,13,2.0,5.0,10,19,6,9,3,2,1,0,2.6,3.3,2.75,2.65,3.4,2.65,16/17,2414,2471
2533,2016-11-05,Hamburger SV,Borussia Dortmund,2,5,2,0,3,2,14,10,6.0,6.0,13,15,5,3,2,0,0,0,8.0,4.25,1.45,7.25,4.75,1.42,16/17,2340,2610
2534,2016-11-05,FC Ingolstadt 04,FC Augsburg,0,2,2,0,0,1,14,13,5.0,5.0,15,14,3,6,2,1,1,0,2.1,3.3,3.75,2.15,3.2,3.7,16/17,2215,2335
2535,2016-11-05,Bayer Leverkusen,SV Darmstadt 98,3,2,0,1,0,0,12,6,4.0,3.0,10,10,6,5,0,1,0,0,1.25,5.75,13.0,1.26,6.0,11.0,16/17,2555,2204
2536,2016-11-06,RBLeipzig,1. FSV Mainz 05,3,1,0,3,0,0,15,11,5.0,3.0,13,12,3,6,0,3,0,0,1.57,3.8,6.5,1.57,4.0,6.0,16/17,2638,2349
2537,2016-11-06,FC Schalke 04,Werder Bremen,3,1,0,2,1,0,24,8,6.0,5.0,13,14,3,6,2,3,0,0,1.53,4.33,6.0,1.57,4.33,5.5,16/17,2461,2492
2538,2016-11-18,Bayer Leverkusen,RBLeipzig,2,3,2,2,1,0,12,11,6.0,4.0,13,15,6,9,1,3,0,0,2.3,3.4,3.1,2.3,3.4,3.3,16/17,2555,2638
2539,2016-11-19,FC Augsburg,Hertha BSC,0,0,1,0,0,1,9,10,3.0,4.0,14,16,4,3,3,1,0,0,2.7,3.2,2.75,2.7,3.2,2.75,16/17,2335,2390
2540,2016-11-19,SV Darmstadt 98,FC Ingolstadt 04,0,1,2,0,0,1,18,15,4.0,7.0,19,15,8,11,1,4,0,0,3.0,3.1,2.55,2.9,3.2,2.55,16/17,2204,2215
2541,2016-11-19,Borussia Dortmund,Bayern München,1,0,0,1,0,0,11,18,4.0,3.0,14,14,3,9,3,2,0,0,3.4,3.6,2.1,3.5,3.5,2.1,16/17,2610,2726
2542,2016-11-19,1. FSV Mainz 05,SC Freiburg,4,2,0,2,0,0,11,24,6.0,11.0,21,21,3,5,4,3,0,0,2.1,3.5,3.5,2.15,3.3,3.5,16/17,2349,2414
2543,2016-11-19,Borussia Mönchengladbach,1. FC Köln,1,2,2,1,0,0,20,11,8.0,4.0,7,22,7,3,1,5,0,0,2.2,3.3,3.4,2.2,3.4,3.3,16/17,2534,2289
2544,2016-11-19,VfL Wolfsburg,FC Schalke 04,0,1,2,0,0,1,8,19,0.0,4.0,17,16,3,5,2,2,0,0,2.4,3.5,2.9,2.5,3.4,2.8,16/17,2471,2461
2545,2016-11-20,TSG 1899 Hoffenheim,Hamburger SV,2,2,1,1,1,1,18,14,5.0,4.0,12,25,8,6,1,2,0,0,1.62,4.0,5.5,1.57,4.33,5.5,16/17,2525,2340
2546,2016-11-20,Werder Bremen,Eintracht Frankfurt,1,2,2,1,0,0,14,19,4.0,9.0,23,18,3,6,1,2,0,0,2.7,3.5,2.55,2.7,3.5,2.55,16/17,2492,2531
2547,2016-11-25,SC Freiburg,RBLeipzig,1,4,2,1,3,2,9,16,3.0,7.0,10,16,4,5,2,3,0,0,3.8,3.6,1.95,3.9,3.6,1.95,16/17,2414,2638
2548,2016-11-26,Bayern München,Bayer Leverkusen,2,1,0,1,1,1,13,13,8.0,4.0,8,11,6,3,0,0,0,0,1.29,6.0,10.0,1.3,6.0,8.5,16/17,2726,2555
2549,2016-11-26,Eintracht Frankfurt,Borussia Dortmund,2,1,0,0,0,1,12,12,4.0,5.0,18,13,4,5,4,3,0,0,4.75,4.2,1.65,4.75,4.0,1.7,16/17,2531,2610
2550,2016-11-26,1. FC Köln,FC Augsburg,0,0,1,0,0,1,18,13,5.0,2.0,13,15,3,5,2,3,0,0,1.75,3.5,5.25,1.75,3.6,5.0,16/17,2289,2335
2551,2016-11-26,Hamburger SV,Werder Bremen,2,2,1,2,2,1,17,12,7.0,4.0,17,12,5,3,2,3,0,0,2.38,3.4,3.0,2.35,3.5,2.95,16/17,2340,2492
2552,2016-11-26,FC Ingolstadt 04,VfL Wolfsburg,1,1,1,1,0,0,20,11,5.0,3.0,12,19,4,5,2,1,0,0,2.9,3.3,2.5,2.8,3.3,2.55,16/17,2215,2471
2553,2016-11-26,Borussia Mönchengladbach,TSG 1899 Hoffenheim,1,1,1,1,0,0,16,15,8.0,4.0,8,17,2,6,0,2,0,0,2.0,3.6,3.75,2.0,3.6,3.7,16/17,2534,2525
2554,2016-11-27,Hertha BSC,1. FSV Mainz 05,2,1,0,1,1,1,16,9,5.0,4.0,12,23,5,3,1,0,1,1,2.0,3.5,3.8,2.0,3.5,3.8,16/17,2390,2349
2555,2016-11-27,FC Schalke 04,SV Darmstadt 98,3,1,0,1,1,1,20,9,7.0,2.0,8,13,5,6,0,2,0,0,1.33,5.0,10.0,1.36,5.0,8.5,16/17,2461,2204
2556,2016-12-02,1. FSV Mainz 05,Bayern München,1,3,2,1,2,2,9,15,3.0,6.0,12,13,1,5,3,2,0,0,10.0,5.75,1.29,11.0,6.25,1.28,16/17,2349,2726
2557,2016-12-03,Borussia Dortmund,Borussia Mönchengladbach,4,1,0,2,1,0,15,3,7.0,1.0,10,10,9,3,1,1,0,0,1.5,4.5,6.5,1.48,4.4,6.75,16/17,2610,2534
2558,2016-12-03,TSG 1899 Hoffenheim,1. FC Köln,4,0,0,2,0,0,10,10,6.0,1.0,14,11,3,4,1,1,0,0,2.1,3.4,3.6,2.1,3.5,3.5,16/17,2525,2289
2559,2016-12-03,Bayer Leverkusen,SC Freiburg,1,1,1,0,1,2,13,10,6.0,2.0,10,10,4,3,0,1,0,0,1.5,4.2,7.0,1.5,4.33,6.5,16/17,2555,2414
2560,2016-12-03,RBLeipzig,FC Schalke 04,2,1,0,1,1,1,14,11,5.0,5.0,16,20,8,5,1,5,0,0,2.0,3.3,4.0,2.0,3.5,3.75,16/17,2638,2461
2561,2016-12-03,Werder Bremen,FC Ingolstadt 04,2,1,0,1,0,0,14,15,5.0,5.0,18,16,3,4,0,3,0,0,2.5,3.3,2.9,2.45,3.3,2.95,16/17,2492,2215
2562,2016-12-03,VfL Wolfsburg,Hertha BSC,2,3,2,2,1,0,6,18,4.0,8.0,21,9,0,2,3,2,1,0,2.1,3.2,3.8,2.05,3.4,3.75,16/17,2471,2390
2563,2016-12-04,FC Augsburg,Eintracht Frankfurt,1,1,1,1,1,1,14,7,5.0,4.0,11,13,5,2,3,2,0,0,2.8,3.0,2.75,2.8,3.1,2.7,16/17,2335,2531
2564,2016-12-04,SV Darmstadt 98,Hamburger SV,0,2,2,0,1,2,10,21,2.0,5.0,16,24,1,4,2,4,0,0,2.7,3.1,2.8,2.7,3.3,2.65,16/17,2204,2340
2565,2016-12-09,Eintracht Frankfurt,TSG 1899 Hoffenheim,0,0,1,0,0,1,15,3,3.0,0.0,28,17,11,2,4,3,1,0,2.4,3.3,3.0,2.4,3.4,2.95,16/17,2531,2525
2566,2016-12-10,Bayern München,VfL Wolfsburg,5,0,0,2,0,0,19,6,10.0,3.0,13,4,10,2,1,0,0,0,1.17,7.5,17.0,1.16,7.75,17.0,16/17,2726,2471
2567,2016-12-10,1. FC Köln,Borussia Dortmund,1,1,1,1,0,0,7,11,2.0,4.0,26,18,1,6,2,3,1,0,5.5,4.33,1.57,5.25,4.25,1.6,16/17,2289,2610
2568,2016-12-10,SC Freiburg,SV Darmstadt 98,1,0,0,0,0,1,12,16,2.0,4.0,11,9,6,5,3,4,0,0,1.67,3.75,5.5,1.67,3.9,5.25,16/17,2414,2204
2569,2016-12-10,Hamburger SV,FC Augsburg,1,0,0,0,0,1,11,11,5.0,2.0,16,16,3,5,1,3,1,1,2.3,3.2,3.25,2.3,3.4,3.1,16/17,2340,2335
2570,2016-12-10,Hertha BSC,Werder Bremen,0,1,2,0,1,2,11,13,4.0,6.0,17,14,5,1,0,3,0,0,1.73,3.75,5.0,1.75,3.7,4.75,16/17,2390,2492
2571,2016-12-10,FC Ingolstadt 04,RBLeipzig,1,0,0,1,0,0,4,13,1.0,3.0,19,16,3,4,1,4,1,0,4.33,3.75,1.8,4.75,3.75,1.75,16/17,2215,2638
2572,2016-12-11,Borussia Mönchengladbach,1. FSV Mainz 05,1,0,0,0,0,1,9,12,3.0,4.0,13,15,4,1,2,0,0,1,1.67,4.0,5.0,1.72,3.7,5.0,16/17,2534,2349
2573,2016-12-11,FC Schalke 04,Bayer Leverkusen,0,1,2,0,0,1,11,13,0.0,2.0,10,15,4,3,3,3,1,0,2.3,3.3,3.2,2.35,3.4,3.0,16/17,2461,2555
2574,2016-12-16,TSG 1899 Hoffenheim,Borussia Dortmund,2,2,1,2,1,0,13,14,5.0,4.0,22,18,2,4,5,1,0,1,3.8,4.0,1.85,3.75,4.1,1.91,16/17,2525,2610
2575,2016-12-17,FC Augsburg,Borussia Mönchengladbach,1,0,0,0,0,1,8,8,1.0,3.0,16,12,3,0,0,0,0,0,3.2,3.1,2.4,2.95,3.4,2.4,16/17,2335,2534
2576,2016-12-17,1. FSV Mainz 05,Hamburger SV,3,1,0,1,1,1,19,10,8.0,3.0,12,15,6,6,2,3,0,0,1.91,3.6,4.0,1.95,3.7,3.75,16/17,2349,2340
2577,2016-12-17,RBLeipzig,Hertha BSC,2,0,0,1,0,0,16,3,8.0,0.0,10,14,9,1,1,3,0,0,1.62,3.8,6.0,1.65,3.9,5.25,16/17,2638,2390
2578,2016-12-17,FC Schalke 04,SC Freiburg,1,1,1,0,0,1,17,6,2.0,2.0,12,9,9,1,1,0,0,0,1.67,4.0,5.0,1.65,4.0,5.25,16/17,2461,2414
2579,2016-12-17,Werder Bremen,1. FC Köln,1,1,1,1,1,1,10,14,5.0,5.0,17,17,4,5,1,4,0,0,2.6,3.4,2.7,2.65,3.3,2.7,16/17,2492,2289
2580,2016-12-17,VfL Wolfsburg,Eintracht Frankfurt,1,0,0,1,0,0,15,7,3.0,1.0,17,18,4,2,3,4,0,0,2.5,3.2,3.0,2.45,3.3,2.95,16/17,2471,2531
2581,2016-12-18,SV Darmstadt 98,Bayern München,0,1,2,0,0,1,10,13,2.0,2.0,18,11,3,1,1,2,0,0,19.0,8.0,1.14,23.0,9.25,1.11,16/17,2204,2726
2582,2016-12-18,Bayer Leverkusen,FC Ingolstadt 04,1,2,2,0,1,2,5,17,3.0,7.0,17,16,1,4,1,2,1,0,1.55,4.0,6.25,1.55,4.0,6.5,16/17,2555,2215
2583,2016-12-20,Borussia Dortmund,FC Augsburg,1,1,1,0,1,2,23,8,8.0,3.0,10,19,6,2,1,2,0,0,1.3,5.5,10.0,1.3,5.5,10.0,16/17,2610,2335
2584,2016-12-20,Eintracht Frankfurt,1. FSV Mainz 05,3,0,0,1,0,0,9,11,4.0,6.0,14,9,6,6,3,0,0,1,2.0,3.4,3.9,2.05,3.4,3.7,16/17,2531,2349
2585,2016-12-20,Hamburger SV,FC Schalke 04,2,1,0,0,0,1,11,6,7.0,3.0,13,11,4,5,2,4,0,0,3.3,3.25,2.3,3.1,3.4,2.3,16/17,2340,2461
2586,2016-12-20,Borussia Mönchengladbach,VfL Wolfsburg,1,2,2,0,1,2,20,18,4.0,7.0,18,18,5,6,1,2,0,0,1.95,3.5,4.0,1.95,3.5,3.9,16/17,2534,2471
2587,2016-12-21,Bayern München,RBLeipzig,3,0,0,3,0,0,24,5,11.0,2.0,13,13,9,4,1,1,0,1,1.36,5.25,8.0,1.42,5.0,7.0,16/17,2726,2638
2588,2016-12-21,1. FC Köln,Bayer Leverkusen,1,1,1,1,1,1,11,18,2.0,6.0,7,16,4,5,0,0,0,0,2.75,3.3,2.6,2.85,3.3,2.5,16/17,2289,2555
2589,2016-12-21,Hertha BSC,SV Darmstadt 98,2,0,0,0,0,1,15,5,5.0,0.0,13,15,6,4,1,3,0,0,1.57,3.9,6.25,1.57,3.9,6.25,16/17,2390,2204
2590,2016-12-21,TSG 1899 Hoffenheim,Werder Bremen,1,1,1,1,0,0,12,10,3.0,3.0,11,19,5,9,2,2,0,0,1.62,4.0,5.5,1.65,4.0,5.25,16/17,2525,2492
2591,2016-12-21,FC Ingolstadt 04,SC Freiburg,1,2,2,0,2,2,17,11,6.0,5.0,17,12,6,3,4,2,0,0,2.1,3.3,3.75,2.1,3.4,3.6,16/17,2215,2414
2592,2017-01-20,SC Freiburg,Bayern München,1,2,2,1,1,1,11,13,3.0,5.0,8,7,1,11,2,2,0,0,13.0,6.5,1.22,13.0,6.5,1.22,16/17,2414,2726
2593,2017-01-21,FC Augsburg,TSG 1899 Hoffenheim,0,2,2,0,0,1,9,13,2.0,3.0,18,14,4,4,2,4,0,0,2.8,3.3,2.6,2.75,3.3,2.6,16/17,2335,2525
2594,2017-01-21,SV Darmstadt 98,Borussia Mönchengladbach,0,0,1,0,0,1,8,14,2.0,4.0,12,16,4,6,1,1,0,0,4.0,3.6,1.91,4.25,3.5,1.9,16/17,2204,2534
2595,2017-01-21,RBLeipzig,Eintracht Frankfurt,3,0,0,2,0,0,17,4,7.0,3.0,8,15,3,3,1,2,0,1,1.62,3.8,6.0,1.65,3.75,5.5,16/17,2638,2531
2596,2017-01-21,FC Schalke 04,FC Ingolstadt 04,1,0,0,0,0,1,15,14,5.0,3.0,11,16,7,3,1,0,0,0,1.8,3.6,4.75,1.8,3.6,4.6,16/17,2461,2215
2597,2017-01-21,Werder Bremen,Borussia Dortmund,1,2,2,0,1,2,9,22,5.0,8.0,16,12,3,5,3,1,1,0,6.0,4.33,1.53,5.75,4.75,1.5,16/17,2492,2610
2598,2017-01-21,VfL Wolfsburg,Hamburger SV,1,0,0,0,0,1,11,11,3.0,1.0,15,23,5,3,2,1,0,1,1.85,3.6,4.33,1.9,3.5,4.25,16/17,2471,2340
2599,2017-01-22,Bayer Leverkusen,Hertha BSC,3,1,0,2,1,0,16,7,9.0,3.0,14,15,7,3,0,2,0,0,1.67,3.7,5.5,1.7,3.75,5.25,16/17,2555,2390
2600,2017-01-22,1. FSV Mainz 05,1. FC Köln,0,0,1,0,0,1,12,9,5.0,3.0,12,10,5,5,1,1,0,0,2.4,3.3,3.0,2.5,3.3,2.9,16/17,2349,2289
2601,2017-01-27,FC Schalke 04,Eintracht Frankfurt,0,1,2,0,1,2,12,8,2.0,1.0,18,17,3,2,2,1,0,0,1.73,3.6,5.25,1.75,3.6,5.0,16/17,2461,2531
2602,2017-01-28,SV Darmstadt 98,1. FC Köln,1,6,2,0,3,2,10,14,4.0,7.0,24,20,3,4,2,4,0,0,3.6,3.3,2.15,3.75,3.3,2.1,16/17,2204,2289
2603,2017-01-28,FC Ingolstadt 04,Hamburger SV,3,1,0,2,0,0,15,11,7.0,3.0,13,18,1,6,0,2,0,0,2.2,3.2,3.6,2.15,3.25,3.6,16/17,2215,2340
2604,2017-01-28,Bayer Leverkusen,Borussia Mönchengladbach,2,3,2,2,0,0,13,12,4.0,7.0,12,8,9,5,0,0,0,0,1.85,3.6,4.33,1.83,3.7,4.33,16/17,2555,2534
2605,2017-01-28,RBLeipzig,TSG 1899 Hoffenheim,2,1,0,1,1,1,14,5,5.0,2.0,17,16,7,4,3,3,0,1,1.73,3.75,4.8,1.72,3.7,5.0,16/17,2638,2525
2606,2017-01-28,Werder Bremen,Bayern München,1,2,2,0,2,2,11,13,4.0,4.0,17,16,2,7,4,1,0,0,15.0,6.5,1.2,15.5,7.25,1.18,16/17,2492,2726
2607,2017-01-28,VfL Wolfsburg,FC Augsburg,1,2,2,1,1,1,11,12,5.0,5.0,13,17,5,6,2,2,0,0,1.95,3.5,4.0,1.95,3.5,3.9,16/17,2471,2335
2608,2017-01-29,SC Freiburg,Hertha BSC,2,1,0,1,0,0,11,11,4.0,2.0,11,8,6,4,0,2,0,0,2.5,3.25,2.9,2.45,3.4,2.9,16/17,2414,2390
