,HomeTeam,AwayTeam,B365H,B365D,B365A,FTR
1900,Bayer Leverkusen,VfB Stuttgart,1.5,4.5,6.0,0
1901,FC Augsburg,Eintracht Frankfurt,2.62,3.5,2.62,2
1902,Bayern München,Fortuna Düsseldorf,1.08,11.0,26.0,1
1903,Hertha BSC,TSG 1899 Hoffenheim,3.4,3.75,2.04,1
1904,1. FSV Mainz 05,Borussia Dortmund,5.5,4.0,1.6,2
1905,VfL Wolfsburg,RB Leipzig,3.5,3.5,2.1,0
1906,FC Schalke 04,1. FC Nürnberg,1.53,4.0,7.0,0
1907,Borussia Mönchengladbach,Hannover 96,1.44,4.5,7.0,0
1908,SC Freiburg,Werder Bremen,2.87,3.3,2.5,1
1909,Fortuna Düsseldorf,1. FSV Mainz 05,2.7,3.3,2.6,2
1910,TSG 1899 Hoffenheim,FC Schalke 04,1.8,3.8,4.33,1
1911,VfB Stuttgart,FC Augsburg,2.6,3.3,2.75,0
1912,Werder Bremen,Bayern München,7.0,5.25,1.4,2
1913,Borussia Dortmund,SC Freiburg,1.28,5.5,11.0,0
1914,Hannover 96,Hertha BSC,2.7,3.4,2.6,2
1915,Eintracht Frankfurt,VfL Wolfsburg,1.8,4.0,4.1,2
1916,RB Leipzig,Borussia Mönchengladbach,1.9,3.75,3.75,0
1917,1. FC Nürnberg,Bayer Leverkusen,4.2,4.0,1.8,1
1918,Werder Bremen,Fortuna Düsseldorf,1.72,4.0,4.5,0
1919,VfL Wolfsburg,TSG 1899 Hoffenheim,3.0,3.6,2.3,1
1920,FC Schalke 04,Borussia Dortmund,3.3,3.4,2.2,2
1921,Hertha BSC,Eintracht Frankfurt,2.45,3.3,2.9,0
1922,SC Freiburg,RB Leipzig,4.0,4.0,1.83,0
1923,Bayer Leverkusen,FC Augsburg,1.66,4.0,5.0,0
1924,Bayern München,1. FC Nürnberg,1.08,11.0,34.0,0
1925,1. FSV Mainz 05,Hannover 96,1.9,3.6,4.0,1
1926,Borussia Mönchengladbach,VfB Stuttgart,1.44,4.33,7.0,0
1927,1. FC Nürnberg,VfL Wolfsburg,3.6,3.5,2.04,2
1928,VfB Stuttgart,Hertha BSC,2.7,3.4,2.62,0
1929,TSG 1899 Hoffenheim,Borussia Mönchengladbach,1.9,4.0,3.6,1
1930,Fortuna Düsseldorf,SC Freiburg,2.75,3.3,2.6,0
1931,Borussia Dortmund,Werder Bremen,1.36,5.25,8.0,0
1932,FC Augsburg,FC Schalke 04,2.5,3.25,2.9,1
1933,Hannover 96,Bayern München,11.0,7.0,1.22,2
1934,Eintracht Frankfurt,Bayer Leverkusen,2.4,3.5,2.87,0
1935,RB Leipzig,1. FSV Mainz 05,1.4,4.75,7.5,0
1936,Fortuna Düsseldorf,Borussia Dortmund,7.0,4.5,1.44,0
1937,Hertha BSC,FC Augsburg,2.3,3.4,3.1,1
1938,Borussia Mönchengladbach,1. FC Nürnberg,1.36,5.5,7.0,0
1939,VfL Wolfsburg,VfB Stuttgart,1.66,3.75,5.5,0
1940,FC Schalke 04,Bayer Leverkusen,2.4,3.5,2.9,2
1941,Werder Bremen,TSG 1899 Hoffenheim,3.1,4.2,2.04,1
1942,SC Freiburg,Hannover 96,1.85,3.6,4.0,1
1943,Bayern München,RB Leipzig,1.36,5.25,8.0,0
1944,1. FSV Mainz 05,Eintracht Frankfurt,3.2,3.5,2.2,1
1945,Borussia Dortmund,Borussia Mönchengladbach,1.5,4.5,5.75,0
1946,Eintracht Frankfurt,Bayern München,5.75,4.75,1.5,2
1947,Hannover 96,Fortuna Düsseldorf,2.2,3.4,3.3,2
1948,Bayer Leverkusen,Hertha BSC,1.72,4.0,4.5,0
1949,1. FC Nürnberg,SC Freiburg,2.62,3.3,2.7,2
1950,RB Leipzig,Werder Bremen,1.44,4.5,7.0,0
1951,VfB Stuttgart,FC Schalke 04,3.2,3.3,2.3,2
1952,FC Augsburg,VfL Wolfsburg,2.6,3.3,2.75,2
1953,TSG 1899 Hoffenheim,1. FSV Mainz 05,1.44,4.5,6.5,1
1954,TSG 1899 Hoffenheim,Bayern München,6.0,5.0,1.44,2
1955,RB Leipzig,Borussia Dortmund,2.5,3.5,2.75,2
1956,Hannover 96,Werder Bremen,3.25,3.6,2.15,2
1957,Eintracht Frankfurt,SC Freiburg,1.65,4.0,5.25,0
1958,FC Augsburg,Fortuna Düsseldorf,1.9,3.6,4.0,2
1959,Bayer Leverkusen,Borussia Mönchengladbach,2.0,3.7,3.6,2
1960,VfB Stuttgart,1. FSV Mainz 05,2.4,3.3,2.9,2
1961,1. FC Nürnberg,Hertha BSC,3.5,3.4,2.1,2
1962,FC Schalke 04,VfL Wolfsburg,2.2,3.3,3.4,0
1963,Hertha BSC,FC Schalke 04,2.5,3.25,2.87,1
1964,Borussia Dortmund,Hannover 96,1.16,7.5,15.0,0
1965,SC Freiburg,TSG 1899 Hoffenheim,3.5,4.0,1.95,2
1966,1. FSV Mainz 05,1. FC Nürnberg,1.66,3.8,5.25,0
1967,Borussia Mönchengladbach,FC Augsburg,1.66,4.0,5.0,0
1968,Werder Bremen,Eintracht Frankfurt,2.55,3.5,2.7,1
1969,VfL Wolfsburg,Bayer Leverkusen,2.62,3.5,2.6,2
1970,Bayern München,VfB Stuttgart,1.08,13.0,21.0,0
1971,Fortuna Düsseldorf,RB Leipzig,4.0,3.6,1.9,2
1972,Hannover 96,RB Leipzig,5.5,4.33,1.53,2
1973,Eintracht Frankfurt,Borussia Dortmund,3.3,3.6,2.15,1
1974,Hertha BSC,VfL Wolfsburg,2.3,3.3,3.25,2
1975,TSG 1899 Hoffenheim,Fortuna Düsseldorf,1.44,4.5,6.5,1
1976,Bayer Leverkusen,Bayern München,5.5,4.5,1.55,0
1977,1. FC Nürnberg,Werder Bremen,3.75,3.6,2.0,1
1978,FC Schalke 04,Borussia Mönchengladbach,2.4,3.4,3.0,2
1979,VfB Stuttgart,SC Freiburg,2.15,3.4,3.4,1
1980,FC Augsburg,1. FSV Mainz 05,2.1,3.5,3.4,0
1981,1. FSV Mainz 05,Bayer Leverkusen,3.8,3.8,1.9,2
1982,RB Leipzig,Eintracht Frankfurt,1.83,4.0,4.0,1
1983,Borussia Mönchengladbach,Hertha BSC,1.57,4.2,5.5,2
1984,Bayern München,FC Schalke 04,1.2,7.0,13.0,0
1985,SC Freiburg,VfL Wolfsburg,2.87,3.4,2.45,1
1986,Borussia Dortmund,TSG 1899 Hoffenheim,1.66,4.2,4.75,1
1987,Hannover 96,1. FC Nürnberg,2.2,3.4,3.25,0
1988,Fortuna Düsseldorf,VfB Stuttgart,2.1,3.5,3.5,0
1989,Werder Bremen,FC Augsburg,1.72,3.8,4.5,0
1990,FC Augsburg,Bayern München,15.0,6.0,1.2,2
1991,Hertha BSC,Werder Bremen,2.4,3.5,2.9,1
1992,FC Schalke 04,SC Freiburg,1.7,3.75,5.25,1
1993,VfB Stuttgart,RB Leipzig,5.25,4.0,1.65,2
1994,VfL Wolfsburg,1. FSV Mainz 05,1.72,4.0,4.5,0
1995,TSG 1899 Hoffenheim,Hannover 96,1.3,6.0,8.5,0
1996,Eintracht Frankfurt,Borussia Mönchengladbach,2.3,3.6,3.0,1
1997,Bayer Leverkusen,Fortuna Düsseldorf,1.44,4.75,6.5,0
1998,1. FC Nürnberg,Borussia Dortmund,7.5,5.0,1.4,1
1999,Werder Bremen,VfB Stuttgart,1.53,4.33,5.75,1
2000,SC Freiburg,FC Augsburg,2.15,3.5,3.3,0
2001,Fortuna Düsseldorf,1. FC Nürnberg,1.72,3.75,5.0,0
2002,Bayern München,Hertha BSC,1.18,7.0,17.0,0
2003,1. FSV Mainz 05,FC Schalke 04,2.8,3.4,2.5,0
2004,Borussia Mönchengladbach,VfL Wolfsburg,1.75,3.8,4.75,2
2005,Hannover 96,Eintracht Frankfurt,4.75,3.75,1.75,2
2006,Borussia Dortmund,Bayer Leverkusen,1.8,4.2,4.0,0
2007,RB Leipzig,TSG 1899 Hoffenheim,1.8,4.0,4.0,1
2008,FC Augsburg,Borussia Dortmund,5.75,4.5,1.53,0
2009,Eintracht Frankfurt,TSG 1899 Hoffenheim,2.37,3.75,2.8,0
2010,FC Schalke 04,Fortuna Düsseldorf,1.83,3.75,4.2,2
2011,Hertha BSC,1. FSV Mainz 05,1.85,3.6,4.33,0
2012,Borussia Mönchengladbach,Bayern München,5.5,4.5,1.57,2
2013,Bayer Leverkusen,SC Freiburg,1.44,4.5,7.5,0
2014,1. FC Nürnberg,RB Leipzig,6.5,4.33,1.5,2
2015,VfB Stuttgart,Hannover 96,1.72,4.0,4.5,0
2016,VfL Wolfsburg,Werder Bremen,2.15,3.5,3.3,1
2017,Werder Bremen,FC Schalke 04,2.05,3.5,3.6,0
2018,Bayern München,VfL Wolfsburg,1.25,6.5,10.0,0
2019,SC Freiburg,Hertha BSC,2.55,3.25,2.87,0
2020,1. FSV Mainz 05,Borussia Mönchengladbach,3.3,3.4,2.2,2
2021,RB Leipzig,FC Augsburg,1.36,5.0,8.5,1
2022,Borussia Dortmund,VfB Stuttgart,1.28,5.5,11.0,0
2023,Hannover 96,Bayer Leverkusen,8.5,5.75,1.3,2
2024,TSG 1899 Hoffenheim,1. FC Nürnberg,1.25,5.75,12.0,0
2025,Fortuna Düsseldorf,Eintracht Frankfurt,2.75,3.4,2.55,2
2026,Borussia Mönchengladbach,SC Freiburg,1.53,3.9,6.25,1
2027,VfB Stuttgart,TSG 1899 Hoffenheim,3.7,4.0,1.85,1
2028,VfL Wolfsburg,Fortuna Düsseldorf,1.75,3.75,4.75,0
2029,FC Augsburg,Hannover 96,1.61,4.33,5.0,0
2030,Hertha BSC,Borussia Dortmund,4.2,3.75,1.85,2
2031,FC Schalke 04,RB Leipzig,3.75,3.6,2.0,2
2032,Bayer Leverkusen,Werder Bremen,1.6,4.2,5.25,2
2033,Eintracht Frankfurt,1. FC Nürnberg,1.4,5.0,7.5,0
2034,Bayern München,1. FSV Mainz 05,1.12,9.0,17.0,0
2035,TSG 1899 Hoffenheim,Bayer Leverkusen,2.37,3.8,2.7,0
2036,RB Leipzig,Hertha BSC,1.5,4.33,6.5,0
2037,Werder Bremen,1. FSV Mainz 05,1.61,4.33,5.0,0
2038,SC Freiburg,Bayern München,12.0,6.5,1.22,1
2039,Fortuna Düsseldorf,Borussia Mönchengladbach,3.0,3.5,2.3,0
2040,Borussia Dortmund,VfL Wolfsburg,1.5,4.33,6.5,0
2041,1. FC Nürnberg,FC Augsburg,2.87,3.3,2.5,0
2042,Eintracht Frankfurt,VfB Stuttgart,1.44,5.0,6.5,0
2043,Hannover 96,FC Schalke 04,4.5,3.6,1.8,2
2044,1. FSV Mainz 05,SC Freiburg,2.2,3.3,3.4,0
2045,Bayern München,Borussia Dortmund,1.53,4.75,5.25,0
2046,Hertha BSC,Fortuna Düsseldorf,1.9,3.6,4.0,2
2047,Bayer Leverkusen,RB Leipzig,2.3,3.75,2.9,2
2048,FC Schalke 04,Eintracht Frankfurt,3.3,3.5,2.15,2
2049,VfB Stuttgart,1. FC Nürnberg,1.8,3.75,4.5,1
2050,VfL Wolfsburg,Hannover 96,1.33,5.5,8.5,0
2051,FC Augsburg,TSG 1899 Hoffenheim,3.6,4.33,1.83,2
2052,Borussia Mönchengladbach,Werder Bremen,2.05,3.6,3.4,1
2053,1. FC Nürnberg,FC Schalke 04,3.4,3.25,2.25,1
2054,Werder Bremen,SC Freiburg,1.6,4.0,5.75,0
2055,Borussia Dortmund,1. FSV Mainz 05,1.3,5.75,9.5,0
2056,RB Leipzig,VfL Wolfsburg,1.57,4.2,5.75,0
2057,VfB Stuttgart,Bayer Leverkusen,4.2,4.2,1.75,2
2058,Hannover 96,Borussia Mönchengladbach,5.25,4.33,1.6,2
2059,TSG 1899 Hoffenheim,Hertha BSC,1.4,5.0,6.5,0
2060,Eintracht Frankfurt,FC Augsburg,1.45,4.5,6.5,2
2061,Fortuna Düsseldorf,Bayern München,12.0,7.5,1.18,2
2062,FC Augsburg,VfB Stuttgart,2.05,3.5,3.6,0
2063,Bayern München,Werder Bremen,1.14,8.0,19.0,0
2064,Bayer Leverkusen,1. FC Nürnberg,1.3,5.75,9.5,0
2065,1. FSV Mainz 05,Fortuna Düsseldorf,2.1,3.6,3.4,0
2066,FC Schalke 04,TSG 1899 Hoffenheim,3.6,4.0,1.9,2
2067,Borussia Mönchengladbach,RB Leipzig,3.0,3.75,2.25,2
2068,SC Freiburg,Borussia Dortmund,6.0,4.33,1.53,2
2069,Hertha BSC,Hannover 96,1.53,4.33,6.0,1
2070,VfL Wolfsburg,Eintracht Frankfurt,2.55,3.6,2.55,1
2071,FC Augsburg,Bayer Leverkusen,4.5,4.33,1.66,2
2072,VfB Stuttgart,Borussia Mönchengladbach,3.5,3.5,2.05,0
2073,RB Leipzig,SC Freiburg,1.25,5.5,12.0,0
2074,Fortuna Düsseldorf,Werder Bremen,3.2,3.4,2.2,0
2075,Eintracht Frankfurt,Hertha BSC,1.4,4.75,7.0,1
2076,Borussia Dortmund,FC Schalke 04,1.3,5.5,9.0,2
2077,Hannover 96,1. FSV Mainz 05,3.0,3.4,2.3,0
2078,TSG 1899 Hoffenheim,VfL Wolfsburg,1.45,4.75,6.0,2
2079,1. FC Nürnberg,Bayern München,15.0,8.0,1.14,1
2080,1. FSV Mainz 05,RB Leipzig,4.5,4.2,1.7,1
2081,Bayern München,Hannover 96,1.03,21.0,34.0,0
2082,Hertha BSC,VfB Stuttgart,2.2,3.6,3.1,0
2083,Borussia Mönchengladbach,TSG 1899 Hoffenheim,2.7,4.0,2.3,1
2084,Werder Bremen,Borussia Dortmund,3.25,3.75,2.05,1
2085,VfL Wolfsburg,1. FC Nürnberg,1.57,4.33,5.5,0
2086,Bayer Leverkusen,Eintracht Frankfurt,1.61,4.5,5.0,0
2087,SC Freiburg,Fortuna Düsseldorf,2.1,3.75,3.2,1
2088,FC Schalke 04,FC Augsburg,1.8,3.8,4.33,1
2089,FC Augsburg,Hertha BSC,2.4,3.6,2.8,2
2090,Hannover 96,SC Freiburg,2.62,3.75,2.5,0
2091,TSG 1899 Hoffenheim,Werder Bremen,1.44,5.25,6.0,2
2092,Bayer Leverkusen,FC Schalke 04,1.33,5.75,8.0,1
2093,1. FC Nürnberg,Borussia Mönchengladbach,3.8,4.0,1.85,2
2094,RB Leipzig,Bayern München,5.0,4.0,1.66,1
2095,VfB Stuttgart,VfL Wolfsburg,3.2,3.5,2.2,0
2096,Borussia Dortmund,Fortuna Düsseldorf,1.3,6.0,8.5,0
2097,Eintracht Frankfurt,1. FSV Mainz 05,1.6,4.2,5.25,2
2098,VfL Wolfsburg,FC Augsburg,1.4,4.75,8.0,0
2099,Bayern München,Eintracht Frankfurt,1.25,6.5,10.0,0
2100,Fortuna Düsseldorf,Hannover 96,1.55,4.2,6.0,0
2101,SC Freiburg,1. FC Nürnberg,1.75,4.0,4.33,0
2102,Hertha BSC,Bayer Leverkusen,7.0,4.5,1.44,2
2103,1. FSV Mainz 05,TSG 1899 Hoffenheim,4.2,4.75,1.65,0
2104,Borussia Mönchengladbach,Borussia Dortmund,2.9,4.0,2.2,2
2105,FC Schalke 04,VfB Stuttgart,1.61,4.2,5.25,1
2106,Werder Bremen,RB Leipzig,2.5,4.0,2.5,0
2107,Bayern München,Hertha BSC,1.14,8.0,15.0,1
2108,Borussia Mönchengladbach,FC Schalke 04,2.0,3.5,3.75,1
2109,VfL Wolfsburg,1. FC Köln,1.95,3.5,4.0,0
2110,Werder Bremen,Fortuna Düsseldorf,1.75,3.75,4.75,2
2111,SC Freiburg,1. FSV Mainz 05,2.25,3.25,3.4,0
2112,Borussia Dortmund,FC Augsburg,1.2,7.0,13.0,0
2113,Bayer Leverkusen,SC Paderborn 07,1.25,6.0,12.0,0
2114,Eintracht Frankfurt,TSG 1899 Hoffenheim,2.25,3.6,3.0,0
2115,1. FC Union Berlin,RB Leipzig,5.0,3.8,1.7,2
2116,1. FC Köln,Borussia Dortmund,6.5,4.75,1.44,2
2117,FC Augsburg,1. FC Union Berlin,2.2,3.4,3.3,1
2118,Fortuna Düsseldorf,Bayer Leverkusen,4.75,4.0,1.7,2
2119,TSG 1899 Hoffenheim,Werder Bremen,1.85,3.6,4.2,0
2120,1. FSV Mainz 05,Borussia Mönchengladbach,2.9,3.4,2.4,2
2121,SC Paderborn 07,SC Freiburg,2.37,3.5,2.9,2
2122,FC Schalke 04,Bayern München,9.0,4.75,1.36,2
2123,RB Leipzig,Eintracht Frankfurt,1.5,4.5,6.0,0
2124,Hertha BSC,VfL Wolfsburg,2.4,3.4,2.9,2
2125,Borussia Mönchengladbach,RB Leipzig,3.2,4.0,2.05,2
2126,Bayern München,1. FSV Mainz 05,1.08,11.0,26.0,0
2127,SC Freiburg,1. FC Köln,2.37,3.5,3.0,2
2128,Bayer Leverkusen,TSG 1899 Hoffenheim,1.53,4.75,5.25,1
2129,FC Schalke 04,Hertha BSC,2.1,3.6,3.4,0
2130,VfL Wolfsburg,SC Paderborn 07,1.44,5.0,6.0,1
2131,1. FC Union Berlin,Borussia Dortmund,10.0,5.75,1.28,0
2132,Werder Bremen,FC Augsburg,1.72,4.0,4.5,0
2133,Eintracht Frankfurt,Fortuna Düsseldorf,1.66,4.0,4.75,0
2134,Fortuna Düsseldorf,VfL Wolfsburg,3.1,3.5,2.25,1
2135,RB Leipzig,Bayern München,3.8,4.0,1.85,1
2136,1. FC Union Berlin,Werder Bremen,2.87,3.5,2.4,2
2137,1. FSV Mainz 05,Hertha BSC,2.3,3.4,3.1,0
2138,Borussia Dortmund,Bayer Leverkusen,1.8,4.0,4.0,0
2139,FC Augsburg,Eintracht Frankfurt,3.5,3.6,2.05,0
2140,1. FC Köln,Borussia Mönchengladbach,2.5,3.5,2.7,2
2141,TSG 1899 Hoffenheim,SC Freiburg,1.7,4.2,4.5,2
2142,SC Paderborn 07,FC Schalke 04,3.1,3.5,2.25,2
2143,FC Schalke 04,1. FSV Mainz 05,1.61,4.2,5.0,0
2144,Bayern München,1. FC Köln,1.11,10.0,21.0,0
2145,SC Freiburg,FC Augsburg,1.9,3.75,3.8,1
2146,Hertha BSC,SC Paderborn 07,1.7,4.0,4.75,0
2147,Bayer Leverkusen,1. FC Union Berlin,1.36,5.5,7.5,0
2148,Werder Bremen,RB Leipzig,4.2,4.2,1.72,2
2149,Eintracht Frankfurt,Borussia Dortmund,4.33,4.0,1.75,1
2150,Borussia Mönchengladbach,Fortuna Düsseldorf,1.66,4.0,5.0,0
2151,VfL Wolfsburg,TSG 1899 Hoffenheim,1.95,3.75,3.75,1
2152,1. FC Union Berlin,Eintracht Frankfurt,3.0,3.5,2.3,2
2153,FC Augsburg,Bayer Leverkusen,5.0,4.5,1.6,2
2154,TSG 1899 Hoffenheim,Borussia Mönchengladbach,2.5,3.5,2.75,2
2155,1. FSV Mainz 05,VfL Wolfsburg,2.9,3.5,2.37,2
2156,SC Paderborn 07,Bayern München,15.0,10.0,1.14,2
2157,RB Leipzig,FC Schalke 04,1.53,4.33,6.0,2
2158,Borussia Dortmund,Werder Bremen,1.25,6.5,11.0,1
2159,Fortuna Düsseldorf,SC Freiburg,2.37,3.4,2.87,2
2160,1. FC Köln,Hertha BSC,2.15,3.6,3.3,2
2161,Hertha BSC,Fortuna Düsseldorf,1.65,4.0,4.75,0
2162,FC Schalke 04,1. FC Köln,1.57,4.33,5.5,1
2163,Bayer Leverkusen,RB Leipzig,2.25,3.5,3.1,1
2164,SC Paderborn 07,1. FSV Mainz 05,2.5,3.5,2.8,2
2165,Bayern München,TSG 1899 Hoffenheim,1.11,9.0,26.0,2
2166,SC Freiburg,Borussia Dortmund,5.75,4.2,1.57,1
2167,Borussia Mönchengladbach,FC Augsburg,1.5,4.33,6.5,0
2168,VfL Wolfsburg,1. FC Union Berlin,1.66,4.0,5.0,0
2169,Eintracht Frankfurt,Werder Bremen,2.1,3.6,3.4,1
2170,Eintracht Frankfurt,Bayer Leverkusen,2.75,3.9,2.3,0
2171,FC Augsburg,Bayern München,15.0,8.0,1.16,1
2172,Fortuna Düsseldorf,1. FSV Mainz 05,2.55,3.4,2.62,0
2173,RB Leipzig,VfL Wolfsburg,1.53,4.5,5.75,1
2174,1. FC Union Berlin,SC Freiburg,2.5,3.5,2.7,0
2175,Werder Bremen,Hertha BSC,2.1,3.75,3.2,1
2176,Borussia Dortmund,Borussia Mönchengladbach,1.44,5.0,6.5,0
2177,1. FC Köln,SC Paderborn 07,1.65,4.5,4.33,0
2178,TSG 1899 Hoffenheim,FC Schalke 04,2.75,3.4,2.55,0
2179,1. FSV Mainz 05,1. FC Köln,2.5,3.6,2.62,0
2180,Bayern München,1. FC Union Berlin,1.09,12.0,19.0,0
2181,SC Freiburg,RB Leipzig,4.0,3.8,1.85,0
2182,Hertha BSC,TSG 1899 Hoffenheim,2.05,3.6,3.6,2
2183,SC Paderborn 07,Fortuna Düsseldorf,2.37,3.75,2.7,0
2184,FC Schalke 04,Borussia Dortmund,3.1,3.6,2.2,1
2185,Bayer Leverkusen,Werder Bremen,1.57,4.33,5.5,1
2186,VfL Wolfsburg,FC Augsburg,1.57,4.33,5.5,1
2187,Borussia Mönchengladbach,Eintracht Frankfurt,1.83,4.0,3.75,0
2188,TSG 1899 Hoffenheim,SC Paderborn 07,1.4,4.75,7.0,0
2189,1. FC Union Berlin,Hertha BSC,2.87,3.3,2.5,0
2190,Werder Bremen,SC Freiburg,1.85,3.8,3.8,1
2191,RB Leipzig,1. FSV Mainz 05,1.33,5.25,8.0,0
2192,Eintracht Frankfurt,Bayern München,6.5,5.25,1.4,0
2193,Borussia Dortmund,VfL Wolfsburg,1.5,4.5,6.5,0
2194,Bayer Leverkusen,Borussia Mönchengladbach,1.95,3.9,3.5,2
2195,Fortuna Düsseldorf,1. FC Köln,2.8,3.4,2.5,0
2196,FC Augsburg,FC Schalke 04,4.0,3.6,1.85,2
2197,1. FC Köln,TSG 1899 Hoffenheim,2.5,3.6,2.7,2
2198,Hertha BSC,RB Leipzig,4.2,4.0,1.8,2
2199,1. FSV Mainz 05,1. FC Union Berlin,2.15,3.4,3.5,2
2200,SC Paderborn 07,FC Augsburg,2.62,3.75,2.5,2
2201,FC Schalke 04,Fortuna Düsseldorf,1.5,4.2,7.0,1
2202,Bayern München,Borussia Dortmund,1.53,4.75,5.5,0
2203,VfL Wolfsburg,Bayer Leverkusen,2.87,3.6,2.37,2
2204,Borussia Mönchengladbach,Werder Bremen,1.72,4.1,4.33,0
2205,SC Freiburg,Eintracht Frankfurt,2.7,3.6,2.5,0
